onset	duration	trial_type	cueID	imageryID	stimID	accuracy	vividness
0	32	-1	0	0	0	0	0
32	3	-2	1936	0	0	0	0
35	12	2	0	1936	0	0	0
47	2	-3	0	0	0	0	0
49	12	3	0	0	1936	0	0
61	6	-5	0	0	0	4	3
67	2	-6	0	0	0	0	0
69	5	-2	903	0	0	0	0
74	13	2	0	903	0	0	0
87	2	-3	0	0	0	0	0
89	13	3	0	0	903	0	0
102	6	-5	0	0	0	4	3
108	2	-6	0	0	0	0	0
110	3	-2	335	0	0	0	0
113	12	2	0	335	0	0	0
125	2	-3	0	0	0	0	0
127	12	3	0	0	335	0	0
139	6	-5	0	0	0	2	3
145	2	-6	0	0	0	0	0
147	3	-2	360	0	0	0	0
150	12	2	0	360	0	0	0
162	2	-3	0	0	0	0	0
164	12	3	0	0	360	0	0
176	6	-5	0	0	0	4	4
182	2	-6	0	0	0	0	0
184	3	-2	1024	0	0	0	0
187	12	2	0	1024	0	0	0
199	2	-3	0	0	0	0	0
201	12	3	0	0	1024	0	0
213	6	-5	0	0	0	3	3
219	2	-6	0	0	0	0	0
221	3	-2	1596	0	0	0	0
224	12	2	0	1596	0	0	0
236	2	-3	0	0	0	0	0
238	12	3	0	0	1596	0	0
250	6	-5	0	0	0	3	3
256	2	-6	0	0	0	0	0
258	5	-2	1824	0	0	0	0
263	12	2	0	1824	0	0	0
275	2	-3	0	0	0	0	0
277	12	3	0	0	1824	0	0
289	6	-5	0	0	0	2	3
295	2	-6	0	0	0	0	0
297	5	-2	1594	0	0	0	0
302	12	2	0	1594	0	0	0
314	2	-3	0	0	0	0	0
316	12	3	0	0	1594	0	0
328	6	-5	0	0	0	3	3
334	2	-6	0	0	0	0	0
336	5	-2	372	0	0	0	0
341	12	2	0	372	0	0	0
353	2	-3	0	0	0	0	0
355	12	3	0	0	372	0	0
367	6	-5	0	0	0	3	3
373	2	-6	0	0	0	0	0
375	4	-2	715	0	0	0	0
379	12	2	0	715	0	0	0
391	2	-3	0	0	0	0	0
393	12	3	0	0	715	0	0
405	6	-5	0	0	0	4	3
411	2	-6	0	0	0	0	0
413	5	-2	1059	0	0	0	0
418	12	2	0	1059	0	0	0
430	2	-3	0	0	0	0	0
432	12	3	0	0	1059	0	0
444	6	-5	0	0	0	2	3
450	2	-6	0	0	0	0	0
452	4	-2	85	0	0	0	0
456	12	2	0	85	0	0	0
468	2	-3	0	0	0	0	0
470	12	3	0	0	85	0	0
482	6	-5	0	0	0	3	2
488	2	-6	0	0	0	0	0
490	8	-7	0	0	0	0	0
