onset	duration	trial_type	cueID	imageryID	stimID	accuracy	vividness
0	32	-1	0	0	0	0	0
32	3	-2	1	0	0	0	0
35	12	2	0	1	0	0	0
47	2	-3	0	0	0	0	0
49	12	3	0	0	1	0	0
61	6	-5	0	0	0	2	2
67	2	-6	0	0	0	0	0
69	3	-2	1764	0	0	0	0
72	12	2	0	1764	0	0	0
84	2	-3	0	0	0	0	0
86	12	3	0	0	1764	0	0
98	6	-5	0	0	0	3	3
104	2	-6	0	0	0	0	0
106	4	-2	1881	0	0	0	0
110	12	2	0	1881	0	0	0
122	2	-3	0	0	0	0	0
124	12	3	0	0	1881	0	0
136	6	-5	0	0	0	3	3
142	2	-6	0	0	0	0	0
144	5	-2	269	0	0	0	0
149	12	2	0	269	0	0	0
161	2	-3	0	0	0	0	0
163	12	3	0	0	269	0	0
175	6	-5	0	0	0	2	3
181	2	-6	0	0	0	0	0
183	5	-2	2129	0	0	0	0
188	12	2	0	2129	0	0	0
200	2	-3	0	0	0	0	0
202	12	3	0	0	2129	0	0
214	6	-5	0	0	0	2	3
220	2	-6	0	0	0	0	0
222	3	-2	1240	0	0	0	0
225	12	2	0	1240	0	0	0
237	2	-3	0	0	0	0	0
239	12	3	0	0	1240	0	0
251	6	-5	0	0	0	4	4
257	2	-6	0	0	0	0	0
259	6	-2	201	0	0	0	0
265	12	2	0	201	0	0	0
277	2	-3	0	0	0	0	0
279	12	3	0	0	201	0	0
291	6	-5	0	0	0	2	3
297	2	-6	0	0	0	0	0
299	4	-2	89	0	0	0	0
303	12	2	0	89	0	0	0
315	2	-3	0	0	0	0	0
317	12	3	0	0	89	0	0
329	6	-5	0	0	0	3	3
335	2	-6	0	0	0	0	0
337	5	-2	104	0	0	0	0
342	12	2	0	104	0	0	0
354	2	-3	0	0	0	0	0
356	12	3	0	0	104	0	0
368	6	-5	0	0	0	3	3
374	2	-6	0	0	0	0	0
376	7	-2	555	0	0	0	0
383	12	2	0	555	0	0	0
395	2	-3	0	0	0	0	0
397	12	3	0	0	555	0	0
409	6	-5	0	0	0	3	3
415	2	-6	0	0	0	0	0
417	4	-2	571	0	0	0	0
421	12	2	0	571	0	0	0
433	2	-3	0	0	0	0	0
435	12	3	0	0	571	0	0
447	6	-5	0	0	0	3	3
453	2	-6	0	0	0	0	0
455	3	-2	301	0	0	0	0
458	12	2	0	301	0	0	0
470	2	-3	0	0	0	0	0
472	12	3	0	0	301	0	0
484	6	-5	0	0	0	3	3
490	2	-6	0	0	0	0	0
492	8	-7	0	0	0	0	0
