onset	duration	trial_type	cueID	imageryID	stimID	accuracy	vividness
0	32	-1	0	0	0	0	0
32	5	-2	35	0	0	0	0
37	12	2	0	35	0	0	0
49	2	-3	0	0	0	0	0
51	12	3	0	0	35	0	0
63	6	-5	0	0	0	3	3
69	2	-6	0	0	0	0	0
71	3	-2	1112	0	0	0	0
74	14	2	0	1112	0	0	0
88	2	-3	0	0	0	0	0
90	14	3	0	0	1112	0	0
104	6	-5	0	0	0	2	3
110	2	-6	0	0	0	0	0
112	7	-2	2129	0	0	0	0
119	12	2	0	2129	0	0	0
131	2	-3	0	0	0	0	0
133	12	3	0	0	2129	0	0
145	6	-5	0	0	0	3	3
151	2	-6	0	0	0	0	0
153	6	-2	189	0	0	0	0
159	12	2	0	189	0	0	0
171	2	-3	0	0	0	0	0
173	12	3	0	0	189	0	0
185	6	-5	0	0	0	3	3
191	2	-6	0	0	0	0	0
193	5	-2	201	0	0	0	0
198	12	2	0	201	0	0	0
210	2	-3	0	0	0	0	0
212	12	3	0	0	201	0	0
224	6	-5	0	0	0	3	3
230	2	-6	0	0	0	0	0
232	4	-2	555	0	0	0	0
236	12	2	0	555	0	0	0
248	2	-3	0	0	0	0	0
250	12	3	0	0	555	0	0
262	6	-5	0	0	0	3	3
268	2	-6	0	0	0	0	0
270	5	-2	1056	0	0	0	0
275	12	2	0	1056	0	0	0
287	2	-3	0	0	0	0	0
289	12	3	0	0	1056	0	0
301	6	-5	0	0	0	3	3
307	2	-6	0	0	0	0	0
309	3	-2	1602	0	0	0	0
312	12	2	0	1602	0	0	0
324	2	-3	0	0	0	0	0
326	12	3	0	0	1602	0	0
338	6	-5	0	0	0	3	3
344	2	-6	0	0	0	0	0
346	5	-2	1824	0	0	0	0
351	12	2	0	1824	0	0	0
363	2	-3	0	0	0	0	0
365	12	3	0	0	1824	0	0
377	6	-5	0	0	0	2	2
383	2	-6	0	0	0	0	0
385	4	-2	519	0	0	0	0
389	12	2	0	519	0	0	0
401	2	-3	0	0	0	0	0
403	12	3	0	0	519	0	0
415	6	-5	0	0	0	3	3
421	2	-6	0	0	0	0	0
423	5	-2	104	0	0	0	0
428	12	2	0	104	0	0	0
440	2	-3	0	0	0	0	0
442	12	3	0	0	104	0	0
454	6	-5	0	0	0	3	3
460	2	-6	0	0	0	0	0
462	3	-2	1810	0	0	0	0
465	12	2	0	1810	0	0	0
477	2	-3	0	0	0	0	0
479	12	3	0	0	1810	0	0
491	6	-5	0	0	0	3	3
497	2	-6	0	0	0	0	0
499	8	-7	0	0	0	0	0
