onset	duration	trial_type	cueID	imageryID	stimID	accuracy	vividness
0	32	-1	0	0	0	0	0
32	8	-2	1602	0	0	0	0
40	12	2	0	1602	0	0	0
52	2	-3	0	0	0	0	0
54	10	3	0	0	1602	0	0
64	2	-4	0	0	0	0	0
66	6	-5	0	0	0	4	4
72	2	-6	0	0	0	0	0
74	5	-2	40	0	0	0	0
79	17	2	0	40	0	0	0
96	2	-3	0	0	0	0	0
98	15	3	0	0	40	0	0
113	2	-4	0	0	0	0	0
115	6	-5	0	0	0	3	4
121	2	-6	0	0	0	0	0
123	4	-2	104	0	0	0	0
127	12	2	0	104	0	0	0
139	2	-3	0	0	0	0	0
141	10	3	0	0	104	0	0
151	2	-4	0	0	0	0	0
153	6	-5	0	0	0	4	4
159	2	-6	0	0	0	0	0
161	4	-2	1596	0	0	0	0
165	12	2	0	1596	0	0	0
177	2	-3	0	0	0	0	0
179	10	3	0	0	1596	0	0
189	2	-4	0	0	0	0	0
191	6	-5	0	0	0	3	3
197	2	-6	0	0	0	0	0
199	7	-2	1885	0	0	0	0
206	12	2	0	1885	0	0	0
218	2	-3	0	0	0	0	0
220	10	3	0	0	1885	0	0
230	2	-4	0	0	0	0	0
232	6	-5	0	0	0	3	2
238	2	-6	0	0	0	0	0
240	6	-2	2007	0	0	0	0
246	12	2	0	2007	0	0	0
258	2	-3	0	0	0	0	0
260	10	3	0	0	2007	0	0
270	2	-4	0	0	0	0	0
272	6	-5	0	0	0	3	4
278	2	-6	0	0	0	0	0
280	5	-2	1295	0	0	0	0
285	12	2	0	1295	0	0	0
297	2	-3	0	0	0	0	0
299	10	3	0	0	1295	0	0
309	2	-4	0	0	0	0	0
311	6	-5	0	0	0	3	4
317	2	-6	0	0	0	0	0
319	4	-2	166	0	0	0	0
323	12	2	0	166	0	0	0
335	2	-3	0	0	0	0	0
337	10	3	0	0	166	0	0
347	2	-4	0	0	0	0	0
349	6	-5	0	0	0	2	3
355	2	-6	0	0	0	0	0
357	5	-2	301	0	0	0	0
362	12	2	0	301	0	0	0
374	2	-3	0	0	0	0	0
376	10	3	0	0	301	0	0
386	2	-4	0	0	0	0	0
388	6	-5	0	0	0	3	3
394	2	-6	0	0	0	0	0
396	6	-2	1642	0	0	0	0
402	12	2	0	1642	0	0	0
414	2	-3	0	0	0	0	0
416	10	3	0	0	1642	0	0
426	2	-4	0	0	0	0	0
428	6	-5	0	0	0	3	4
434	2	-6	0	0	0	0	0
436	6	-2	696	0	0	0	0
442	12	2	0	696	0	0	0
454	2	-3	0	0	0	0	0
456	10	3	0	0	696	0	0
466	2	-4	0	0	0	0	0
468	6	-5	0	0	0	3	3
474	2	-6	0	0	0	0	0
476	5	-2	1210	0	0	0	0
481	12	2	0	1210	0	0	0
493	2	-3	0	0	0	0	0
495	10	3	0	0	1210	0	0
505	2	-4	0	0	0	0	0
507	6	-5	0	0	0	4	4
513	2	-6	0	0	0	0	0
515	8	-7	0	0	0	0	0
