onset	duration	trial_type	cueID	imageryID	stimID	accuracy	vividness
0	32	-1	0	0	0	0	0
32	13	-2	2150	0	0	0	0
45	12	2	0	2150	0	0	0
57	2	-3	0	0	0	0	0
59	10	3	0	0	2150	0	0
69	2	-4	0	0	0	0	0
71	6	-5	0	0	0	3	3
77	2	-6	0	0	0	0	0
79	15	-2	1048	0	0	0	0
94	12	2	0	1048	0	0	0
106	2	-3	0	0	0	0	0
108	10	3	0	0	1048	0	0
118	2	-4	0	0	0	0	0
120	6	-5	0	0	0	3	2
126	2	-6	0	0	0	0	0
128	9	-2	1093	0	0	0	0
137	12	2	0	1093	0	0	0
149	2	-3	0	0	0	0	0
151	10	3	0	0	1093	0	0
161	2	-4	0	0	0	0	0
163	6	-5	0	0	0	3	3
169	2	-6	0	0	0	0	0
171	10	-2	85	0	0	0	0
181	12	2	0	85	0	0	0
193	2	-3	0	0	0	0	0
195	10	3	0	0	85	0	0
205	2	-4	0	0	0	0	0
207	6	-5	0	0	0	3	3
213	2	-6	0	0	0	0	0
215	7	-2	1707	0	0	0	0
222	12	2	0	1707	0	0	0
234	2	-3	0	0	0	0	0
236	10	3	0	0	1707	0	0
246	2	-4	0	0	0	0	0
248	6	-5	0	0	0	3	3
254	2	-6	0	0	0	0	0
256	10	-2	546	0	0	0	0
266	12	2	0	546	0	0	0
278	2	-3	0	0	0	0	0
280	10	3	0	0	546	0	0
290	2	-4	0	0	0	0	0
292	6	-5	0	0	0	3	4
298	2	-6	0	0	0	0	0
300	11	-2	1810	0	0	0	0
311	12	2	0	1810	0	0	0
323	2	-3	0	0	0	0	0
325	10	3	0	0	1810	0	0
335	2	-4	0	0	0	0	0
337	6	-5	0	0	0	4	4
343	2	-6	0	0	0	0	0
345	6	-2	1056	0	0	0	0
351	12	2	0	1056	0	0	0
363	2	-3	0	0	0	0	0
365	10	3	0	0	1056	0	0
375	2	-4	0	0	0	0	0
377	6	-5	0	0	0	3	3
383	2	-6	0	0	0	0	0
385	5	-2	751	0	0	0	0
390	12	2	0	751	0	0	0
402	2	-3	0	0	0	0	0
404	10	3	0	0	751	0	0
414	2	-4	0	0	0	0	0
416	6	-5	0	0	0	3	2
422	2	-6	0	0	0	0	0
424	8	-2	1112	0	0	0	0
432	14	2	0	1112	0	0	0
446	2	-3	0	0	0	0	0
448	12	3	0	0	1112	0	0
460	2	-4	0	0	0	0	0
462	6	-5	0	0	0	3	3
468	2	-6	0	0	0	0	0
470	5	-2	1193	0	0	0	0
475	12	2	0	1193	0	0	0
487	2	-3	0	0	0	0	0
489	10	3	0	0	1193	0	0
499	2	-4	0	0	0	0	0
501	6	-5	0	0	0	3	4
507	2	-6	0	0	0	0	0
509	12	-2	1683	0	0	0	0
521	12	2	0	1683	0	0	0
533	2	-3	0	0	0	0	0
535	10	3	0	0	1683	0	0
545	2	-4	0	0	0	0	0
547	6	-5	0	0	0	3	4
553	2	-6	0	0	0	0	0
555	8	-7	0	0	0	0	0
