onset	duration	trial_type	stimID	stimLabel	evalScore01	evalScore02	evalScore03	evalScore04	evalScore05	evalStim01	evalStim02	evalStim03	evalStim04	evalStim05	evalSent01	evalSent02	evalSent03	evalSent04	evalSent05
0	32	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	10	2	999	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	10	2	798	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	10	2	1566	1563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	10	2	1716	1712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	13	2	1818	1814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	10	2	1043	1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	10	2	505	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	10	2	2085	2081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131	10	2	2176	2172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143	16	2	353	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161	10	2	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	12	2	597	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	10	2	1762	1758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199	10	2	1651	1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211	32	3	0	1648	5	2	4	4	3	1651	1651	1651	1651	1651	2	3	8	1	17
243	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245	47	2	1775	1771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294	10	2	418	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306	10	2	313	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	10	2	138	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
330	10	2	206	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
342	30	3	0	206	4	3	3	4	5	206	206	206	206	206	12	3	10	18	20
372	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
