onset	duration	trial_type	cueID	imageryID	stimID	accuracy	vividness
0	32	-1	0	0	0	0	0
32	8	-2	1602	0	0	0	0
40	12	2	0	1602	0	0	0
52	2	-3	0	0	0	0	0
54	10	3	0	0	1602	0	0
64	2	-4	0	0	0	0	0
66	6	-5	0	0	0	4	4
72	2	-6	0	0	0	0	0
74	9	-2	40	0	0	0	0
83	17	2	0	40	0	0	0
100	2	-3	0	0	0	0	0
102	15	3	0	0	40	0	0
117	2	-4	0	0	0	0	0
119	6	-5	0	0	0	4	4
125	2	-6	0	0	0	0	0
127	7	-2	104	0	0	0	0
134	12	2	0	104	0	0	0
146	2	-3	0	0	0	0	0
148	10	3	0	0	104	0	0
158	2	-4	0	0	0	0	0
160	6	-5	0	0	0	4	3
166	2	-6	0	0	0	0	0
168	8	-2	1596	0	0	0	0
176	12	2	0	1596	0	0	0
188	2	-3	0	0	0	0	0
190	10	3	0	0	1596	0	0
200	2	-4	0	0	0	0	0
202	6	-5	0	0	0	4	3
208	2	-6	0	0	0	0	0
210	9	-2	1885	0	0	0	0
219	12	2	0	1885	0	0	0
231	2	-3	0	0	0	0	0
233	10	3	0	0	1885	0	0
243	2	-4	0	0	0	0	0
245	6	-5	0	0	0	4	3
251	2	-6	0	0	0	0	0
253	8	-2	2007	0	0	0	0
261	12	2	0	2007	0	0	0
273	2	-3	0	0	0	0	0
275	10	3	0	0	2007	0	0
285	2	-4	0	0	0	0	0
287	6	-5	0	0	0	4	4
293	2	-6	0	0	0	0	0
295	8	-2	1295	0	0	0	0
303	12	2	0	1295	0	0	0
315	2	-3	0	0	0	0	0
317	10	3	0	0	1295	0	0
327	2	-4	0	0	0	0	0
329	6	-5	0	0	0	4	4
335	2	-6	0	0	0	0	0
337	7	-2	166	0	0	0	0
344	12	2	0	166	0	0	0
356	2	-3	0	0	0	0	0
358	10	3	0	0	166	0	0
368	2	-4	0	0	0	0	0
370	6	-5	0	0	0	4	5
376	2	-6	0	0	0	0	0
378	8	-2	301	0	0	0	0
386	12	2	0	301	0	0	0
398	2	-3	0	0	0	0	0
400	10	3	0	0	301	0	0
410	2	-4	0	0	0	0	0
412	6	-5	0	0	0	4	4
418	2	-6	0	0	0	0	0
420	7	-2	1642	0	0	0	0
427	12	2	0	1642	0	0	0
439	2	-3	0	0	0	0	0
441	10	3	0	0	1642	0	0
451	2	-4	0	0	0	0	0
453	6	-5	0	0	0	4	3
459	2	-6	0	0	0	0	0
461	6	-2	696	0	0	0	0
467	12	2	0	696	0	0	0
479	2	-3	0	0	0	0	0
481	10	3	0	0	696	0	0
491	2	-4	0	0	0	0	0
493	6	-5	0	0	0	5	4
499	2	-6	0	0	0	0	0
501	10	-2	1210	0	0	0	0
511	12	2	0	1210	0	0	0
523	2	-3	0	0	0	0	0
525	10	3	0	0	1210	0	0
535	2	-4	0	0	0	0	0
537	6	-5	0	0	0	4	4
543	2	-6	0	0	0	0	0
545	8	-7	0	0	0	0	0
