onset	duration	trial_type	cueID	imageryID	stimID	accuracy	vividness
0	32	-1	0	0	0	0	0
32	4	-2	1596	0	0	0	0
36	12	2	0	1596	0	0	0
48	2	-3	0	0	0	0	0
50	10	3	0	0	1596	0	0
60	2	-4	0	0	0	0	0
62	6	-5	0	0	0	3	3
68	2	-6	0	0	0	0	0
70	6	-2	360	0	0	0	0
76	12	2	0	360	0	0	0
88	2	-3	0	0	0	0	0
90	10	3	0	0	360	0	0
100	2	-4	0	0	0	0	0
102	6	-5	0	0	0	3	3
108	2	-6	0	0	0	0	0
110	4	-2	571	0	0	0	0
114	12	2	0	571	0	0	0
126	2	-3	0	0	0	0	0
128	10	3	0	0	571	0	0
138	2	-4	0	0	0	0	0
140	6	-5	0	0	0	4	3
146	2	-6	0	0	0	0	0
148	5	-2	499	0	0	0	0
153	12	2	0	499	0	0	0
165	2	-3	0	0	0	0	0
167	10	3	0	0	499	0	0
177	2	-4	0	0	0	0	0
179	6	-5	0	0	0	2	2
185	2	-6	0	0	0	0	0
187	5	-2	1331	0	0	0	0
192	23	2	0	1331	0	0	0
215	2	-3	0	0	0	0	0
217	21	3	0	0	1331	0	0
238	2	-4	0	0	0	0	0
240	6	-5	0	0	0	1	2
246	2	-6	0	0	0	0	0
248	5	-2	139	0	0	0	0
253	12	2	0	139	0	0	0
265	2	-3	0	0	0	0	0
267	10	3	0	0	139	0	0
277	2	-4	0	0	0	0	0
279	6	-5	0	0	0	2	2
285	2	-6	0	0	0	0	0
287	8	-2	1240	0	0	0	0
295	12	2	0	1240	0	0	0
307	2	-3	0	0	0	0	0
309	10	3	0	0	1240	0	0
319	2	-4	0	0	0	0	0
321	6	-5	0	0	0	4	3
327	2	-6	0	0	0	0	0
329	6	-2	219	0	0	0	0
335	12	2	0	219	0	0	0
347	2	-3	0	0	0	0	0
349	10	3	0	0	219	0	0
359	2	-4	0	0	0	0	0
361	6	-5	0	0	0	3	2
367	2	-6	0	0	0	0	0
369	6	-2	546	0	0	0	0
375	12	2	0	546	0	0	0
387	2	-3	0	0	0	0	0
389	10	3	0	0	546	0	0
399	2	-4	0	0	0	0	0
401	6	-5	0	0	0	3	2
407	2	-6	0	0	0	0	0
409	6	-2	1936	0	0	0	0
415	12	2	0	1936	0	0	0
427	2	-3	0	0	0	0	0
429	10	3	0	0	1936	0	0
439	2	-4	0	0	0	0	0
441	6	-5	0	0	0	3	4
447	2	-6	0	0	0	0	0
449	6	-2	1172	0	0	0	0
455	18	2	0	1172	0	0	0
473	2	-3	0	0	0	0	0
475	16	3	0	0	1172	0	0
491	2	-4	0	0	0	0	0
493	6	-5	0	0	0	4	3
499	2	-6	0	0	0	0	0
501	5	-2	1642	0	0	0	0
506	12	2	0	1642	0	0	0
518	2	-3	0	0	0	0	0
520	10	3	0	0	1642	0	0
530	2	-4	0	0	0	0	0
532	6	-5	0	0	0	4	3
538	2	-6	0	0	0	0	0
540	8	-7	0	0	0	0	0
