onset	duration	trial_type	cueID	imageryID	stimID	accuracy	vividness
0	32	-1	0	0	0	0	0
32	9	-2	1207	0	0	0	0
41	12	2	0	1207	0	0	0
53	2	-3	0	0	0	0	0
55	10	3	0	0	1207	0	0
65	2	-4	0	0	0	0	0
67	6	-5	0	0	0	3	3
73	2	-6	0	0	0	0	0
75	10	-2	1	0	0	0	0
85	12	2	0	1	0	0	0
97	2	-3	0	0	0	0	0
99	10	3	0	0	1	0	0
109	2	-4	0	0	0	0	0
111	6	-5	0	0	0	3	3
117	2	-6	0	0	0	0	0
119	13	-2	1321	0	0	0	0
132	12	2	0	1321	0	0	0
144	2	-3	0	0	0	0	0
146	10	3	0	0	1321	0	0
156	2	-4	0	0	0	0	0
158	6	-5	0	0	0	3	2
164	2	-6	0	0	0	0	0
166	9	-2	166	0	0	0	0
175	12	2	0	166	0	0	0
187	2	-3	0	0	0	0	0
189	10	3	0	0	166	0	0
199	2	-4	0	0	0	0	0
201	6	-5	0	0	0	3	4
207	2	-6	0	0	0	0	0
209	6	-2	715	0	0	0	0
215	12	2	0	715	0	0	0
227	2	-3	0	0	0	0	0
229	10	3	0	0	715	0	0
239	2	-4	0	0	0	0	0
241	6	-5	0	0	0	4	3
247	2	-6	0	0	0	0	0
249	10	-2	92	0	0	0	0
259	12	2	0	92	0	0	0
271	2	-3	0	0	0	0	0
273	10	3	0	0	92	0	0
283	2	-4	0	0	0	0	0
285	6	-5	0	0	0	3	4
291	2	-6	0	0	0	0	0
293	10	-2	1408	0	0	0	0
303	12	2	0	1408	0	0	0
315	2	-3	0	0	0	0	0
317	10	3	0	0	1408	0	0
327	2	-4	0	0	0	0	0
329	6	-5	0	0	0	3	2
335	2	-6	0	0	0	0	0
337	11	-2	2150	0	0	0	0
348	12	2	0	2150	0	0	0
360	2	-3	0	0	0	0	0
362	10	3	0	0	2150	0	0
372	2	-4	0	0	0	0	0
374	6	-5	0	0	0	3	4
380	2	-6	0	0	0	0	0
382	12	-2	1059	0	0	0	0
394	12	2	0	1059	0	0	0
406	2	-3	0	0	0	0	0
408	10	3	0	0	1059	0	0
418	2	-4	0	0	0	0	0
420	6	-5	0	0	0	4	3
426	2	-6	0	0	0	0	0
428	9	-2	208	0	0	0	0
437	12	2	0	208	0	0	0
449	2	-3	0	0	0	0	0
451	10	3	0	0	208	0	0
461	2	-4	0	0	0	0	0
463	6	-5	0	0	0	3	2
469	2	-6	0	0	0	0	0
471	10	-2	2117	0	0	0	0
481	12	2	0	2117	0	0	0
493	2	-3	0	0	0	0	0
495	10	3	0	0	2117	0	0
505	2	-4	0	0	0	0	0
507	6	-5	0	0	0	3	2
513	2	-6	0	0	0	0	0
515	9	-2	1764	0	0	0	0
524	12	2	0	1764	0	0	0
536	2	-3	0	0	0	0	0
538	10	3	0	0	1764	0	0
548	2	-4	0	0	0	0	0
550	6	-5	0	0	0	3	3
556	2	-6	0	0	0	0	0
558	8	-7	0	0	0	0	0
