onset	duration	trial_type	cueID	imageryID	stimID	accuracy	vividness
0	32	-1	0	0	0	0	0
32	12	-2	40	0	0	0	0
44	17	2	0	40	0	0	0
61	2	-3	0	0	0	0	0
63	15	3	0	0	40	0	0
78	2	-4	0	0	0	0	0
80	6	-5	0	0	0	3	2
86	2	-6	0	0	0	0	0
88	4	-2	1207	0	0	0	0
92	12	2	0	1207	0	0	0
104	2	-3	0	0	0	0	0
106	10	3	0	0	1207	0	0
116	2	-4	0	0	0	0	0
118	6	-5	0	0	0	3	3
124	2	-6	0	0	0	0	0
126	9	-2	499	0	0	0	0
135	12	2	0	499	0	0	0
147	2	-3	0	0	0	0	0
149	10	3	0	0	499	0	0
159	2	-4	0	0	0	0	0
161	6	-5	0	0	0	4	3
167	2	-6	0	0	0	0	0
169	5	-2	2007	0	0	0	0
174	12	2	0	2007	0	0	0
186	2	-3	0	0	0	0	0
188	10	3	0	0	2007	0	0
198	2	-4	0	0	0	0	0
200	6	-5	0	0	0	2	2
206	2	-6	0	0	0	0	0
208	4	-2	335	0	0	0	0
212	12	2	0	335	0	0	0
224	2	-3	0	0	0	0	0
226	10	3	0	0	335	0	0
236	2	-4	0	0	0	0	0
238	6	-5	0	0	0	3	3
244	2	-6	0	0	0	0	0
246	9	-2	1833	0	0	0	0
255	12	2	0	1833	0	0	0
267	2	-3	0	0	0	0	0
269	10	3	0	0	1833	0	0
279	2	-4	0	0	0	0	0
281	6	-5	0	0	0	4	3
287	2	-6	0	0	0	0	0
289	8	-2	1172	0	0	0	0
297	18	2	0	1172	0	0	0
315	2	-3	0	0	0	0	0
317	16	3	0	0	1172	0	0
333	2	-4	0	0	0	0	0
335	6	-5	0	0	0	3	3
341	2	-6	0	0	0	0	0
343	4	-2	1594	0	0	0	0
347	12	2	0	1594	0	0	0
359	2	-3	0	0	0	0	0
361	10	3	0	0	1594	0	0
371	2	-4	0	0	0	0	0
373	6	-5	0	0	0	3	3
379	2	-6	0	0	0	0	0
381	7	-2	1	0	0	0	0
388	12	2	0	1	0	0	0
400	2	-3	0	0	0	0	0
402	10	3	0	0	1	0	0
412	2	-4	0	0	0	0	0
414	6	-5	0	0	0	3	2
420	2	-6	0	0	0	0	0
422	5	-2	1279	0	0	0	0
427	12	2	0	1279	0	0	0
439	2	-3	0	0	0	0	0
441	10	3	0	0	1279	0	0
451	2	-4	0	0	0	0	0
453	6	-5	0	0	0	4	3
459	2	-6	0	0	0	0	0
461	5	-2	166	0	0	0	0
466	12	2	0	166	0	0	0
478	2	-3	0	0	0	0	0
480	10	3	0	0	166	0	0
490	2	-4	0	0	0	0	0
492	6	-5	0	0	0	2	2
498	2	-6	0	0	0	0	0
500	5	-2	85	0	0	0	0
505	12	2	0	85	0	0	0
517	2	-3	0	0	0	0	0
519	10	3	0	0	85	0	0
529	2	-4	0	0	0	0	0
531	6	-5	0	0	0	3	2
537	2	-6	0	0	0	0	0
539	8	-7	0	0	0	0	0
