onset	duration	trial_type	stimID	stimLabel	evalScore01	evalScore02	evalScore03	evalScore04	evalScore05	evalStim01	evalStim02	evalStim03	evalStim04	evalStim05	evalSent01	evalSent02	evalSent03	evalSent04	evalSent05
0	32	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	10	2	1109	1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	10	2	1781	1777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	46	3	0	1777	2	4	3	4	4	1781	1781	1781	1781	1781	2	5	6	17	13
102	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	10	2	1538	1535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	10	2	1360	1358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	10	2	1510	1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	10	2	2101	2097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152	10	2	628	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
164	38	2	415	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	10	2	2033	2029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216	37	3	0	2029	3	5	5	4	5	2033	2033	2033	2033	2033	2	17	5	3	15
253	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255	12	2	1696	1692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
267	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269	64	3	0	1692	5	4	4	1	4	1696	1696	1696	1696	1696	12	16	5	20	17
333	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
335	13	2	414	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
348	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
350	10	2	1951	1947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
360	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
362	14	2	2156	2152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
376	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
378	10	2	475	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
390	10	2	707	707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402	10	2	1357	1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
412	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414	10	2	220	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
424	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
426	16	2	657	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
442	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
444	10	2	541	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
456	10	2	232	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
466	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
468	16	2	1484	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
484	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
486	10	2	312	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
496	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
498	10	2	125	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
510	10	2	1419	1416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
520	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
522	10	2	1058	1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
532	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
534	10	2	1579	1576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
544	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
546	16	2	2066	2062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
562	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
564	32	3	0	2062	5	5	3	3	4	2066	2066	2066	2066	2066	9	14	17	15	12
596	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
598	10	2	105	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
610	11	2	321	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
621	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
623	14	2	1326	1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
637	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
639	14	2	481	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
653	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
655	36	2	994	992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
691	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
693	15	2	2068	2064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
708	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710	10	2	1444	1441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
720	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
722	10	2	1793	1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
732	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
734	10	2	791	791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
744	2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
746	8	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
