onset	duration	trial_type	cueID	imageryID	stimID	accuracy	vividness
0	32	-1	0	0	0	0	0
32	4	-2	1	0	0	0	0
36	12	2	0	1	0	0	0
48	2	-3	0	0	0	0	0
50	10	3	0	0	1	0	0
60	2	-4	0	0	0	0	0
62	6	-5	0	0	0	3	3
68	2	-6	0	0	0	0	0
70	6	-2	1764	0	0	0	0
76	12	2	0	1764	0	0	0
88	2	-3	0	0	0	0	0
90	10	3	0	0	1764	0	0
100	2	-4	0	0	0	0	0
102	6	-5	0	0	0	4	3
108	2	-6	0	0	0	0	0
110	5	-2	1881	0	0	0	0
115	12	2	0	1881	0	0	0
127	2	-3	0	0	0	0	0
129	10	3	0	0	1881	0	0
139	2	-4	0	0	0	0	0
141	6	-5	0	0	0	4	4
147	2	-6	0	0	0	0	0
149	8	-2	269	0	0	0	0
157	12	2	0	269	0	0	0
169	2	-3	0	0	0	0	0
171	10	3	0	0	269	0	0
181	2	-4	0	0	0	0	0
183	6	-5	0	0	0	2	3
189	2	-6	0	0	0	0	0
191	6	-2	2129	0	0	0	0
197	12	2	0	2129	0	0	0
209	2	-3	0	0	0	0	0
211	10	3	0	0	2129	0	0
221	2	-4	0	0	0	0	0
223	6	-5	0	0	0	3	4
229	2	-6	0	0	0	0	0
231	4	-2	1240	0	0	0	0
235	12	2	0	1240	0	0	0
247	2	-3	0	0	0	0	0
249	10	3	0	0	1240	0	0
259	2	-4	0	0	0	0	0
261	6	-5	0	0	0	4	4
267	2	-6	0	0	0	0	0
269	5	-2	201	0	0	0	0
274	12	2	0	201	0	0	0
286	2	-3	0	0	0	0	0
288	10	3	0	0	201	0	0
298	2	-4	0	0	0	0	0
300	6	-5	0	0	0	2	2
306	2	-6	0	0	0	0	0
308	6	-2	89	0	0	0	0
314	12	2	0	89	0	0	0
326	2	-3	0	0	0	0	0
328	10	3	0	0	89	0	0
338	2	-4	0	0	0	0	0
340	6	-5	0	0	0	2	4
346	2	-6	0	0	0	0	0
348	6	-2	104	0	0	0	0
354	12	2	0	104	0	0	0
366	2	-3	0	0	0	0	0
368	10	3	0	0	104	0	0
378	2	-4	0	0	0	0	0
380	6	-5	0	0	0	3	4
386	2	-6	0	0	0	0	0
388	6	-2	555	0	0	0	0
394	12	2	0	555	0	0	0
406	2	-3	0	0	0	0	0
408	10	3	0	0	555	0	0
418	2	-4	0	0	0	0	0
420	6	-5	0	0	0	3	2
426	2	-6	0	0	0	0	0
428	5	-2	571	0	0	0	0
433	12	2	0	571	0	0	0
445	2	-3	0	0	0	0	0
447	10	3	0	0	571	0	0
457	2	-4	0	0	0	0	0
459	6	-5	0	0	0	3	4
465	2	-6	0	0	0	0	0
467	19	-2	301	0	0	0	0
486	12	2	0	301	0	0	0
498	2	-3	0	0	0	0	0
500	10	3	0	0	301	0	0
510	2	-4	0	0	0	0	0
512	6	-5	0	0	0	3	4
518	2	-6	0	0	0	0	0
520	8	-7	0	0	0	0	0
