onset	duration	trial_type	cueID	imageryID	stimID	accuracy	vividness
0	32	-1	0	0	0	0	0
32	7	-2	40	0	0	0	0
39	17	2	0	40	0	0	0
56	2	-3	0	0	0	0	0
58	15	3	0	0	40	0	0
73	2	-4	0	0	0	0	0
75	6	-5	0	0	0	3	3
81	2	-6	0	0	0	0	0
83	6	-2	1207	0	0	0	0
89	12	2	0	1207	0	0	0
101	2	-3	0	0	0	0	0
103	10	3	0	0	1207	0	0
113	2	-4	0	0	0	0	0
115	6	-5	0	0	0	4	4
121	2	-6	0	0	0	0	0
123	6	-2	499	0	0	0	0
129	12	2	0	499	0	0	0
141	2	-3	0	0	0	0	0
143	10	3	0	0	499	0	0
153	2	-4	0	0	0	0	0
155	6	-5	0	0	0	4	4
161	2	-6	0	0	0	0	0
163	5	-2	2007	0	0	0	0
168	12	2	0	2007	0	0	0
180	2	-3	0	0	0	0	0
182	10	3	0	0	2007	0	0
192	2	-4	0	0	0	0	0
194	6	-5	0	0	0	4	3
200	2	-6	0	0	0	0	0
202	5	-2	335	0	0	0	0
207	12	2	0	335	0	0	0
219	2	-3	0	0	0	0	0
221	10	3	0	0	335	0	0
231	2	-4	0	0	0	0	0
233	6	-5	0	0	0	4	4
239	2	-6	0	0	0	0	0
241	5	-2	1833	0	0	0	0
246	12	2	0	1833	0	0	0
258	2	-3	0	0	0	0	0
260	10	3	0	0	1833	0	0
270	2	-4	0	0	0	0	0
272	6	-5	0	0	0	3	3
278	2	-6	0	0	0	0	0
280	5	-2	1172	0	0	0	0
285	18	2	0	1172	0	0	0
303	2	-3	0	0	0	0	0
305	16	3	0	0	1172	0	0
321	2	-4	0	0	0	0	0
323	6	-5	0	0	0	4	4
329	2	-6	0	0	0	0	0
331	7	-2	1594	0	0	0	0
338	12	2	0	1594	0	0	0
350	2	-3	0	0	0	0	0
352	10	3	0	0	1594	0	0
362	2	-4	0	0	0	0	0
364	6	-5	0	0	0	3	4
370	2	-6	0	0	0	0	0
372	7	-2	1	0	0	0	0
379	12	2	0	1	0	0	0
391	2	-3	0	0	0	0	0
393	10	3	0	0	1	0	0
403	2	-4	0	0	0	0	0
405	6	-5	0	0	0	3	3
411	2	-6	0	0	0	0	0
413	7	-2	1279	0	0	0	0
420	12	2	0	1279	0	0	0
432	2	-3	0	0	0	0	0
434	10	3	0	0	1279	0	0
444	2	-4	0	0	0	0	0
446	6	-5	0	0	0	3	3
452	2	-6	0	0	0	0	0
454	6	-2	166	0	0	0	0
460	12	2	0	166	0	0	0
472	2	-3	0	0	0	0	0
474	10	3	0	0	166	0	0
484	2	-4	0	0	0	0	0
486	6	-5	0	0	0	4	3
492	2	-6	0	0	0	0	0
494	4	-2	85	0	0	0	0
498	12	2	0	85	0	0	0
510	2	-3	0	0	0	0	0
512	10	3	0	0	85	0	0
522	2	-4	0	0	0	0	0
524	6	-5	0	0	0	3	3
530	2	-6	0	0	0	0	0
532	8	-7	0	0	0	0	0
