onset	duration	trial_type	cueID	imageryID	stimID	accuracy	vividness
0	32	-1	0	0	0	0	0
32	8	-2	2150	0	0	0	0
40	12	2	0	2150	0	0	0
52	2	-3	0	0	0	0	0
54	10	3	0	0	2150	0	0
64	2	-4	0	0	0	0	0
66	6	-5	0	0	0	4	3
72	2	-6	0	0	0	0	0
74	8	-2	555	0	0	0	0
82	12	2	0	555	0	0	0
94	2	-3	0	0	0	0	0
96	10	3	0	0	555	0	0
106	2	-4	0	0	0	0	0
108	6	-5	0	0	0	5	4
114	2	-6	0	0	0	0	0
116	8	-2	92	0	0	0	0
124	12	2	0	92	0	0	0
136	2	-3	0	0	0	0	0
138	10	3	0	0	92	0	0
148	2	-4	0	0	0	0	0
150	6	-5	0	0	0	4	4
156	2	-6	0	0	0	0	0
158	6	-2	1594	0	0	0	0
164	12	2	0	1594	0	0	0
176	2	-3	0	0	0	0	0
178	10	3	0	0	1594	0	0
188	2	-4	0	0	0	0	0
190	6	-5	0	0	0	4	4
196	2	-6	0	0	0	0	0
198	9	-2	89	0	0	0	0
207	12	2	0	89	0	0	0
219	2	-3	0	0	0	0	0
221	10	3	0	0	89	0	0
231	2	-4	0	0	0	0	0
233	6	-5	0	0	0	5	4
239	2	-6	0	0	0	0	0
241	8	-2	1331	0	0	0	0
249	23	2	0	1331	0	0	0
272	2	-3	0	0	0	0	0
274	21	3	0	0	1331	0	0
295	2	-4	0	0	0	0	0
297	6	-5	0	0	0	4	4
303	2	-6	0	0	0	0	0
305	6	-2	499	0	0	0	0
311	12	2	0	499	0	0	0
323	2	-3	0	0	0	0	0
325	10	3	0	0	499	0	0
335	2	-4	0	0	0	0	0
337	6	-5	0	0	0	5	4
343	2	-6	0	0	0	0	0
345	5	-2	1070	0	0	0	0
350	12	2	0	1070	0	0	0
362	2	-3	0	0	0	0	0
364	10	3	0	0	1070	0	0
374	2	-4	0	0	0	0	0
376	6	-5	0	0	0	4	4
382	2	-6	0	0	0	0	0
384	8	-2	211	0	0	0	0
392	12	2	0	211	0	0	0
404	2	-3	0	0	0	0	0
406	10	3	0	0	211	0	0
416	2	-4	0	0	0	0	0
418	6	-5	0	0	0	4	4
424	2	-6	0	0	0	0	0
426	7	-2	189	0	0	0	0
433	12	2	0	189	0	0	0
445	2	-3	0	0	0	0	0
447	10	3	0	0	189	0	0
457	2	-4	0	0	0	0	0
459	6	-5	0	0	0	4	4
465	2	-6	0	0	0	0	0
467	5	-2	1093	0	0	0	0
472	12	2	0	1093	0	0	0
484	2	-3	0	0	0	0	0
486	10	3	0	0	1093	0	0
496	2	-4	0	0	0	0	0
498	6	-5	0	0	0	4	4
504	2	-6	0	0	0	0	0
506	8	-2	269	0	0	0	0
514	12	2	0	269	0	0	0
526	2	-3	0	0	0	0	0
528	10	3	0	0	269	0	0
538	2	-4	0	0	0	0	0
540	6	-5	0	0	0	4	4
546	2	-6	0	0	0	0	0
548	8	-7	0	0	0	0	0
