onset	duration	trial_type	cueID	imageryID	stimID	accuracy	vividness
0	32	-1	0	0	0	0	0
32	6	-2	583	0	0	0	0
38	12	2	0	583	0	0	0
50	2	-3	0	0	0	0	0
52	10	3	0	0	583	0	0
62	2	-4	0	0	0	0	0
64	6	-5	0	0	0	4	4
70	2	-6	0	0	0	0	0
72	7	-2	519	0	0	0	0
79	12	2	0	519	0	0	0
91	2	-3	0	0	0	0	0
93	10	3	0	0	519	0	0
103	2	-4	0	0	0	0	0
105	6	-5	0	0	0	5	4
111	2	-6	0	0	0	0	0
113	8	-2	201	0	0	0	0
121	12	2	0	201	0	0	0
133	2	-3	0	0	0	0	0
135	10	3	0	0	201	0	0
145	2	-4	0	0	0	0	0
147	6	-5	0	0	0	4	4
153	2	-6	0	0	0	0	0
155	6	-2	1881	0	0	0	0
161	12	2	0	1881	0	0	0
173	2	-3	0	0	0	0	0
175	10	3	0	0	1881	0	0
185	2	-4	0	0	0	0	0
187	6	-5	0	0	0	4	4
193	2	-6	0	0	0	0	0
195	6	-2	1602	0	0	0	0
201	12	2	0	1602	0	0	0
213	2	-3	0	0	0	0	0
215	10	3	0	0	1602	0	0
225	2	-4	0	0	0	0	0
227	6	-5	0	0	0	4	4
233	2	-6	0	0	0	0	0
235	9	-2	751	0	0	0	0
244	12	2	0	751	0	0	0
256	2	-3	0	0	0	0	0
258	10	3	0	0	751	0	0
268	2	-4	0	0	0	0	0
270	6	-5	0	0	0	5	4
276	2	-6	0	0	0	0	0
278	7	-2	715	0	0	0	0
285	12	2	0	715	0	0	0
297	2	-3	0	0	0	0	0
299	10	3	0	0	715	0	0
309	2	-4	0	0	0	0	0
311	6	-5	0	0	0	5	4
317	2	-6	0	0	0	0	0
319	7	-2	1679	0	0	0	0
326	12	2	0	1679	0	0	0
338	2	-3	0	0	0	0	0
340	10	3	0	0	1679	0	0
350	2	-4	0	0	0	0	0
352	6	-5	0	0	0	5	4
358	2	-6	0	0	0	0	0
360	6	-2	903	0	0	0	0
366	13	2	0	903	0	0	0
379	2	-3	0	0	0	0	0
381	11	3	0	0	903	0	0
392	2	-4	0	0	0	0	0
394	6	-5	0	0	0	4	3
400	2	-6	0	0	0	0	0
402	5	-2	360	0	0	0	0
407	12	2	0	360	0	0	0
419	2	-3	0	0	0	0	0
421	10	3	0	0	360	0	0
431	2	-4	0	0	0	0	0
433	6	-5	0	0	0	5	4
439	2	-6	0	0	0	0	0
441	9	-2	1112	0	0	0	0
450	14	2	0	1112	0	0	0
464	2	-3	0	0	0	0	0
466	12	3	0	0	1112	0	0
478	2	-4	0	0	0	0	0
480	6	-5	0	0	0	5	4
486	2	-6	0	0	0	0	0
488	8	-2	1764	0	0	0	0
496	12	2	0	1764	0	0	0
508	2	-3	0	0	0	0	0
510	10	3	0	0	1764	0	0
520	2	-4	0	0	0	0	0
522	6	-5	0	0	0	4	4
528	2	-6	0	0	0	0	0
530	8	-7	0	0	0	0	0
